AF,ZA,102.22.64.0/20
AF,ZA,102.22.80.0/22
AF,ZA,102.22.88.0/21
AF,CI,102.22.100.0/22
AF,SL,102.22.104.0/22
AF,ZA,102.22.112.0/21
AF,ZA,102.22.120.0/22
AF,ZA,102.22.124.0/22
AF,RW,102.22.128.0/18
AF,ZA,102.22.192.0/20
AF,KE,102.22.208.0/21
AF,NG,102.22.216.0/21
AF,SS,102.22.232.0/22
AF,ZA,102.22.236.0/22
AF,ZA,102.22.240.0/21
AF,ZA,102.22.248.0/21
AF,BF,102.23.0.0/18
AF,SS,102.23.80.0/22
AF,TD,102.23.84.0/22
AF,ZA,102.23.88.0/22
AF,ZA,102.23.92.0/22
AF,NG,102.23.96.0/22
AF,GH,102.23.112.0/22
AF,CD,102.23.116.0/22
AF,ZM,102.23.120.0/22
AF,SZ,102.23.132.0/22
AF,KE,102.23.136.0/22
AF,SL,102.23.140.0/22
AF,ZA,102.23.144.0/20
AF,ZA,102.23.160.0/22
AF,NG,102.23.164.0/22
AF,ZA,102.23.168.0/21
AF,ZA,102.23.176.0/21
AF,ZA,102.23.184.0/21
AF,ZA,102.23.192.0/20
AF,ZA,102.23.208.0/21
AF,LY,102.23.220.0/22
AF,ZA,102.23.224.0/19
AF,TN,102.24.0.0/13
AF,ZA,102.32.0.0/15
AF,UG,102.34.0.0/16
AF,RE,102.35.0.0/16
AF,ZA,102.36.0.0/17
AF,NG,102.36.132.0/22
AF,ZA,102.36.140.0/22
AF,NG,102.36.148.0/22
AF,ZA,102.36.152.0/22
AF,ZA,102.36.156.0/22
AF,NG,102.36.160.0/22
AF,BF,102.36.164.0/22
AF,CD,102.36.168.0/22
AF,ZA,102.36.172.0/22
AF,NG,102.36.176.0/22
AF,LR,102.36.184.0/22
AF,ZA,102.36.196.0/22
AF,ZA,102.36.200.0/21
AF,ZA,102.36.208.0/22
AF,SS,102.36.212.0/22
AF,UG,102.36.216.0/21
AF,AO,102.36.224.0/22
AF,NG,102.36.228.0/22
AF,ZA,102.36.236.0/22
AF,LS,102.36.240.0/22
AF,ZA,102.36.248.0/22
AF,ZA,102.36.252.0/22
AF,ZA,102.37.0.0/16
AF,LY,102.38.0.0/19
AF,ZA,102.38.32.0/20
AF,SO,102.38.48.0/22
AF,NG,102.38.56.0/22
AF,ZA,102.38.60.0/22
AF,ZA,102.38.64.0/18
AF,BJ,102.38.128.0/19
AF,NG,102.38.192.0/18
AF,ZA,102.39.0.0/16
AF,EG,102.40.0.0/13
AF,MA,102.48.0.0/13
AF,EG,102.56.0.0/13
AF,SS,102.64.0.0/22
AF,ZA,102.64.16.0/20
AF,ZA,102.64.32.0/20
AF,AO,102.64.60.0/22
